band_name,corrected_band_name,average_price,mbid,listeners,playcount,actual_known_cost?,bio_intro,image_url
Wade Bowen,Wade Bowen,"$15,000",fe510c08-2449-45b4-9463-e55ecf0efc55,44129,381205,TRUE,"Wade Bowen is an American Texas Country/Red Dirt singer from Waco, Texas. He was a member of the band, West 84, with friend Matt Miller, before the band was re-aligned 2001. He released his first album in 2002, Try Not To Listen, which became a regional hit in Texas. He released his first live album 2003 and another studio album in 2006. In 2008 he released If We Ever Make It Home, his biggest success to date. On November 21, 2009 Wade Bowen recorded his second live album at the famous Billy Bob's Texas in Fort Worth, Texas. <a href=""https://www.last.fm/music/Wade+Bowen"">Read more on Last.fm</a>",https://lastfm-img2.akamaized.net/i/u/300x300/513fc892daec4ceaae2982210df2764d.png
Watsky,Watsky,"$15,000",865c3593-d9a5-48a5-9a73-f640a08073eb,93812,3080116,TRUE,"George Watsky (born September 15, 1986) is a writer and performer who believes in the equal power of the tear and the belly laugh. Born and raised in San Francisco and now based in Los Angeles, he aims to cross-pollinate the stage, screen and stereo with work that speaks to both the humor and frustrations of modern life.George was featured on Season 6 of Russell Simmons Presents Def Poetry on HBO. He was the 2006 Youth Speaks Grand Slam Poetry Champion <a href=""https://www.last.fm/music/Watsky"">Read more on Last.fm</a>",https://lastfm-img2.akamaized.net/i/u/300x300/f8ea2cfb83f343d4c38c577bd03aa7c8.png
We Are The In Crowd,We Are the In Crowd,"$12,500",962ae8bb-9e0d-45c0-bfc1-542f3c019e3c,124791,4080624,TRUE,"We Are the In Crowd was an American pop punk band from Poughkeepsie, New York, formed in 2009. The band consisted of Taylor Jardine (vocals), Jordan Eckes (guitar/vocals), Mike Ferri (bass guitar), Rob Chianelli (drums), and Cameron Hurley (guitar). They released their debut EP, Guaranteed To Disagree, on June 8, 2010 and followed it up with their first full-length album, Best Intentions in 2011.In April 2009, We Are the In Crowd's Myspace page was hacked. <a href=""https://www.last.fm/music/We+Are+the+In+Crowd"">Read more on Last.fm</a>",https://lastfm-img2.akamaized.net/i/u/300x300/9b4867ea7c034dfbcd55ab05e726e4fd.png
We The Kings,We the Kings,"$20,000",6ec79457-b06b-4e3b-83f9-9b26fc7a99bc,635636,12086273,TRUE,"We the Kings is an American rock band from Bradenton, Florida, currently signed to record label S-Curve Records. The band has released six studio albums (the latest being 2018's ""Six"") and completed a variety of tours. We the Kings also sports their own miniature series of webisodes, called 'The King's Carriage,"" detailing life on their tour bus. Furthermore, on MTV, We The Kings appeared on the show Silent Library.The band members (Travis Clark - Lead Vocals/Rhythm Guitar/Piano <a href=""https://www.last.fm/music/We+the+Kings"">Read more on Last.fm</a>",https://lastfm-img2.akamaized.net/i/u/300x300/642a4548a4224ff8aeb9f32ab578fbb1.png
Ying Yang Twins,Ying Yang Twins,"$12,500",2e80ba15-ec0f-4bd4-b263-7e0671f38255,549532,3695896,TRUE,"The Ying Yang Twins are a crunk rap duo from Atlanta, Georgia consisting of Eric ""Kaine"" Jackson and Deongelo ""D-Roc"" Holmes. They are best known for being featured on Lil Jon & The East Side Boyz hit single Get Low which reached #1 on the Billboard 100. After forming in 2000 they released their debut album Thug Walkin' the same year and followed this with 2002's Alley: The Return of the Ying Yang Twins, 2003's Me & My Brother, 2005's U.S.A. (United State of Atlanta), 2006's Chemically Imbalanced and 2009's Ying Yang Forever. <a href=""https://www.last.fm/music/Ying+Yang+Twins"">Read more on Last.fm</a>",https://lastfm-img2.akamaized.net/i/u/300x300/addd36efadcd4834b7c781969264fec1.png
Yung Berg,Yung Berg,"$17,500",05f3bb75-fbc1-410c-8f60-d34564f69334,242065,860954,TRUE,"Christian Howard Ward (born September 9, 1985 in Chicago, Illinois), better known by his stage name Yung Berg, and previously Ice Berg, is an American rapper, singer and actor signed to Koch and Epic Records. He signed to DMX's Bloodline Records in 2000, at the age of 15, but he then had to leave the label when his parents sent him to military school. After he finished school he moved to Los Angeles, and in 2006 he released his first official single Sexy Lady, featuring R&B singer Junior. <a href=""https://www.last.fm/music/Yung+Berg"">Read more on Last.fm</a>",https://lastfm-img2.akamaized.net/i/u/300x300/dde579ad932541f6af7c2945527f1cf2.png
Yung Job,Yung Job,"$17,500",,3,3,TRUE," <a href=""https://www.last.fm/music/Yung+Job"">Read more on Last.fm</a>",
1st Klass,1st Klass,"$2,250",,56,190,TRUE," <a href=""https://www.last.fm/music/1st+Klass"">Read more on Last.fm</a>",
A Few Good Men,A Few Good Men,"$2,500",1ee4cac4-6d42-439b-9833-f82a11d0708b,3758,19205,TRUE," <a href=""https://www.last.fm/music/A+Few+Good+Men"">Read more on Last.fm</a>",https://lastfm-img2.akamaized.net/i/u/300x300/cc9d71b70bef4098876f987d75a44293.png
A Static Lullaby,A Static Lullaby,"$4,000",8d79e950-1333-4a32-9fc1-af53d421abc4,316192,5507640,TRUE,"It has been seven years since the world was first introduced to the innovative and emotional stylings of A Static Lullaby. They are one of the few bands who can boast that they were there when a genre was being born. Even more special is that they have battled the flood of copycats, survived the test of time, and are are still standing today. Despite periods of loss, internal struggles, and a sometimes unforgiving industry, vocalist Joe Brown and vocalist/guitarist Dan Arnold <a href=""https://www.last.fm/music/A+Static+Lullaby"">Read more on Last.fm</a>",https://lastfm-img2.akamaized.net/i/u/300x300/b25565b5e97040bd9ea3441a56b7314e.png
Alexa Ray Joel,Alexa Ray Joel,"$7,500",615e4dea-7f8e-469d-a455-dc9461c1387d,3475,24478,TRUE,"Alexa Ray Joel (born Alexa Ray Brinkley-Joel on January 1, 1986) is a American singer and pianist. She is the daughter of popular pianist, singer, and songwriter Billy Joel by his second wife, model Christie Brinkley. She has credited her middle name to musician Ray Charles.Her only release thus far is an EP titled Sketches. <a href=""https://www.last.fm/music/Alexa+Ray+Joel"">Read more on Last.fm</a>",https://lastfm-img2.akamaized.net/i/u/300x300/a2b7d82f26fc4cc69b37cb8af7988929.png
Anna Lunoe,Anna Lunoe,"$3,000",55c48847-73e9-4272-8c87-612dadcf8a37,80278,377472,TRUE,"Since 2006, Anna Lunoe has been leaving a trail of exhausted and ecstatic crowds wherever she goes. Clubs throughout Australia have become her weekend playground, sheã®´Í¶s a festival favorite with multiple appearances at Big Day Out, Splendour in the Grass, Parklife, Field Day, Falls Festival & more, steadily moving closer to the top of bill with each passing year. When artists like Diplo, Daft Punk, Switch, Calvin Harris, A-Trak or Soulwax come to town itã®´Í¶s more than likely Annaã®´Í¶s on support <a href=""https://www.last.fm/music/Anna+Lunoe"">Read more on Last.fm</a>",https://lastfm-img2.akamaized.net/i/u/300x300/3e1abd182979421ba2fe7a9112703335.png
Ari Hest,Ari Hest,"$5,000",a2d12443-de35-4722-8fa3-faf9d5a5d701,126907,884050,TRUE,"Ari Hest is an American singer-songwriter. Born in the Bronx and raised in a musical environment (his father is a professor of music, his mother a professional singer), Hest began writing songs for the guitar in his mid-teens. Despite his parents' professional interests, Hest considers himself a self-taught musician. Hest is a 2002 graduate of New York University.A veteran of the small club circuit, particularly in and around his native New York City, Hest recorded and issued his first three albums on his own. <a href=""https://www.last.fm/music/Ari+Hest"">Read more on Last.fm</a>",https://lastfm-img2.akamaized.net/i/u/300x300/a97c5616f5494881bebed43393c1261e.png
As Tall As Lions,As Tall As Lions,"$7,500",71f17703-cd11-4579-b08a-1b1c8e6f5ac2,224700,6078332,TRUE,"After coming off the road in mid-2005, following months of touring in support of their Triple Crown debut, Lafcadio, from Long Island, New York, United States the band As Tall As Lions ã®´ã®´ã®´ vocalist/guitarist Daniel Nigro, guitarist Saen Fitzgerald, bassist Julio Tavarez and drummer Cliff Sarcona ã®´ã®´ã®´ spent more than half a year channeling their energies into crafting an album that would not only realize the lofty ambitions of these four young men but define them as a band, once and for all. <a href=""https://www.last.fm/music/As+Tall+As+Lions"">Read more on Last.fm</a>",https://lastfm-img2.akamaized.net/i/u/300x300/e3c1cc0ec3aa435b8f9a0c7fe0e31a70.png
Authority Zero,Authority Zero,"$4,000",d17dbc4c-7cd4-4a81-83cc-f49f786455f9,161487,3163912,TRUE,"Authority Zero is a punk rock band from Mesa, Arizona . Authority Zero was started in 1994. The band has punk rock and reggae influences, with Bad Religion, Pennywise, and Sublime as heavy influences for the band. There is also an obvious Spanish/Portuguese influence in the band's music. The band's latest album, entitled The Tipping Point was released on April 2nd 2013. The band toured with Rehab on the ""Lack of Luxury"" 2007 tour. This album is the final one featuring Jeremy Wood on bass <a href=""https://www.last.fm/music/Authority+Zero"">Read more on Last.fm</a>",https://lastfm-img2.akamaized.net/i/u/300x300/c0f720f4387945f9b82f864b3b2ed831.png
Bag Raiders,Bag Raiders,"$8,750",6a3d87ad-dd71-4e8f-b8dd-78b61e0e7fe6,398616,5847013,TRUE,"Bag Raiders are an alternative dance band founded in 2007 by mainstays Jack Glass and Chris Stracey. Both classically trained musicians, they met in the Cranbrook School orchestra practice room with Glass a year ahead playing piano and cello, and Stracey playing violin, guitar and clarinet. In 2005, the pair reconnected and started mixing hip-hop and 1970s rock music CDs. As Bag Raiders their musical inspirations include Earth, Wind & Fire, The Brothers Johnson, 808 State and Orbital. <a href=""https://www.last.fm/music/Bag+Raiders"">Read more on Last.fm</a>",https://lastfm-img2.akamaized.net/i/u/300x300/706513c8a87b4a29891dbaba09cc4cba.png
Bayside,Bayside,"$8,500",5f821136-9935-403c-abb5-e78ddda35e9f,360825,14579088,TRUE,"Formed in October of 2000, Bayside consisted of four musicians looking for a chance to play music the rest of their lives. They recorded a demo and the band began playing shows around Long Island, NY. They quickly caught the eye of Brooklyn, New York's Dying Wish Records, who released their first EP, ""Long Stories Short"", featuring the songs ""Foot Impressions"", ""Days Of My Life"", ""Red Head VS. The Pretty Red Bracelet"", ""Downtime"", ""Ask For It"", and ""Advance Letter Goodbye"". <a href=""https://www.last.fm/music/Bayside"">Read more on Last.fm</a>",https://lastfm-img2.akamaized.net/i/u/300x300/0b8f2ea9596a437cc3673233a64d857f.png
Bedouin Soundclash,Bedouin Soundclash,"$7,500",e0036453-ce34-4095-af40-8c70ee07cef1,326578,5313315,TRUE,"Bedouin Soundclash is a reggae and alternative rock band from Kingston, Ontario, Canada.The band's current lineup consists of vocalist and guitarist Jay Malinowski, and bassist Eon Sinclair with Sekou Lumumba on drums. Their debut album, Root Fire, released in 2001 also included djembe player Brett Dunlop. Patrick Pengelly played drums for the band until January 2009. The band met while attending Queen's University in Kingston, Ontario, Canada. The band released their second album, Sounding a Mosaic, in 2004. <a href=""https://www.last.fm/music/Bedouin+Soundclash"">Read more on Last.fm</a>",https://lastfm-img2.akamaized.net/i/u/300x300/0163ea27d1924e7992a0472bf87e6fa2.png
Beebs & Moneymakers,unknown,"$7,500",unknown,0,0,TRUE,unknown,unknown
Ben Kweller (solo),unknown,"$10,000",unknown,0,0,TRUE,unknown,unknown
Ben Lee,Ben Lee,"$8,500",3a9f3479-4f0c-4355-8ccd-c9ed5cd01586,491431,5181466,TRUE,"Ben Lee (born on September 11, 1978) is an Australian musician. He began as a musician at the age of 14 with the Sydney band, Noise Addict.  Lee's solo career started at the age of 16, while he was still in Noise Addict, with his first solo album, Grandpaw Would. This was followed by the 1997 album, Something To Remember Me By, also produced by Wood.1999's Breathing Tornados marked a new direction for Lee as he introduced synths and increased instrumentation into his sound. <a href=""https://www.last.fm/music/Ben+Lee"">Read more on Last.fm</a>",https://lastfm-img2.akamaized.net/i/u/300x300/c52fa8eefcb54e17a7b0e1b9ec4f55b6.png
Beth Hart,Beth Hart,"$8,750",3fe817fc-966e-4ece-b00a-76be43e7e73c,136967,2497300,TRUE,"Beth Hart (born January 24, 1972) is an American singer-songwriter who became famous with the hit ""LA Song (Out of This Town)"", which aired during Episode 17 of the 10th and final season of Beverly Hills, 90210. Her musical influences include rock, blues, gospel, jazz, and classical.While playing the Los Angeles clubs, she enlisted bassist Tal Herzberg and guitarist Jimmy Khoury. In 1993, Hart appeared on Ed McMahon's Star Search several times. <a href=""https://www.last.fm/music/Beth+Hart"">Read more on Last.fm</a>",https://lastfm-img2.akamaized.net/i/u/300x300/c2adaada92174241814c0338059c6f76.png
Big D & the Kids Tab,unknown,"$6,250",unknown,0,0,TRUE,unknown,unknown
Big Sam's Funky Nation,Big Sam's Funky Nation,"$7,500",578b5d70-3e66-4308-baa5-62e79e501a23,8119,52034,TRUE," BIG SAM'S FUNKY NATION: Presiding over his Funky Nation is Big Sam, formerly the trombonist for the Dirty Dozen Brass Band, who blows the funk out of his trombone and refuses to let the audience sit still. Between solos and trombone riffs, Big Sam second-lines (a uniquely New Orleans style of street-dance) and gets the crowd going both in movement and in replies to his call-and-response MC-style. A talented group of jazz-trained musicians makes up the Funky Nation <a href=""https://www.last.fm/music/Big+Sam%27s+Funky+Nation"">Read more on Last.fm</a>",https://lastfm-img2.akamaized.net/i/u/300x300/0b4475c4a387465ca636ea309b7c2335.png
Black Violin,Black Violin,"$7,500",4961e39f-9e29-428f-8307-c92377aa156d,30557,454275,TRUE,"Black Violin is an American hip-hop duo from Florida composed of two classically trained string instrumentalists. Kev Marcus plays the violin and Wil B. plays the viola.Both members attended Dillard High School of Performing Arts. After high school Kev Marcus attended Florida International University and Wil B enrolled at Florida State University. At FIU, Kev met their manager Sam G and the three of them co-founded the production company DKNEX which stands for Di-Versatile Music. <a href=""https://www.last.fm/music/Black+Violin"">Read more on Last.fm</a>",https://lastfm-img2.akamaized.net/i/u/300x300/11b74002841a442e83f6ff31c6d19f16.png
Blair Crimmins & Ho,unknown,"$4,000",unknown,0,0,TRUE,unknown,unknown
Blessid Union of Soul,unknown,"$7,500",unknown,0,0,TRUE,unknown,unknown
Bo Bice (band),unknown,"$10,000",unknown,0,0,TRUE,unknown,unknown
Bo Bice (solo),unknown,"$5,500",unknown,0,0,TRUE,unknown,unknown
BroomBox,unknown,"$3,750",unknown,0,0,TRUE,unknown,unknown
Brooke Waggoner,Brooke Waggoner,"$2,250",19e07fd0-5642-47a0-a2b9-b8176e6b06e5,64026,741389,TRUE,"Waggoner comes from a classical music background with 17 years of formal training. She graduated with a Music Composition & Orchestration degree from Louisiana State University in 2006.[3] After graduating, she left for Nashville and began developing her current music.Brooke Waggoner has now released three albums independently, with all music being fully written, orchestrated and arranged by her. Brooke's debut release was an EP titled Fresh Pair <a href=""https://www.last.fm/music/Brooke+Waggoner"">Read more on Last.fm</a>",https://lastfm-img2.akamaized.net/i/u/300x300/6fd875d21b884756b6ffeb72be085ca2.png
Charlie Robinson,Charlie Robinson,"$8,500",94d983d7-1670-4ba9-ac1d-eca208d5e256,1101,6318,TRUE," <a href=""https://www.last.fm/music/Charlie+Robinson"">Read more on Last.fm</a>",
Charlie Worsham,Charlie Worsham,"$7,500",8aff105c-08f1-4fd3-8e4c-f6d0bb4e87bf,18724,162734,TRUE,"Charlie Worsham (born September 1, 1985 in Jackson, Mississippi) is an American country music singer and songwriter.In 1999, the Mississippi senate recognized Worsham for his ""outstanding accomplishments"". Worsham toured with Taylor Swift in 2011.He released his debut single, ""Could It Be"", for Warner Bros. Records in 2013.  <a href=""https://www.last.fm/music/Charlie+Worsham"">Read more on Last.fm</a>",https://lastfm-img2.akamaized.net/i/u/300x300/134fd1cd0df8eba24cab52f5757a8f0e.png
Chester French,Chester French,"$11,250",341e61ab-c0f1-4397-bfef-3674a922816a,96561,1103562,TRUE,"""When I first heard Chester French, I felt like I had stumbled upon two geniuses,"" says Pharrell Williams, who signed the duo to Star Trak / Interscope records in the Spring of 2007. ""It's been a long time since I've heard a project teeming with this sort of musicality and originality,"" he continues. ""You're going to watch history unfold with these guys. I feel it in my gut.""A year ago, Pharrell's auspicious blessing was only a dream for D.A. Wallach and Maxwell Drummey, both 21-year old Harvard seniors at the time. <a href=""https://www.last.fm/music/Chester+French"">Read more on Last.fm</a>",https://lastfm-img2.akamaized.net/i/u/300x300/5a4d96b4b7a340ed8c4dca5ad79504be.png
Chinua Hawk,Chinua Hawk,"$2,000",5f60132e-f2f4-4fa7-bc16-7cd7b1aaf0b4,619,3933,TRUE,"Award Winning, Singer, Songwriter, just some of the words that can be used to describe Chinua Hawk. As a performer with hundreds of performances under his belt, Chinua has been captivating audiences all over the world with the simplicity and class that has defined his career.ã®´ã®´ã®´My show is very simple, what you see is what you get. If you come to my show, then I know you came to hear some real singing and to have a good time. I'm not a dancer; I'm a storyteller and a dreamer. <a href=""https://www.last.fm/music/Chinua+Hawk"">Read more on Last.fm</a>",https://lastfm-img2.akamaized.net/i/u/300x300/0b8cf3583f9d4aec9285c727b1fa0d03.png
Chris Webby,Chris Webby,"$11,750",4771b7f6-f4e8-4d5d-81c4-4fd3c6accc7c,74578,1193677,TRUE,"Chris Webby (Christian Webster) is an up-and-coming rapper from the suburbs of Fairfield County, Connecticut.  In just over a year and a half, Webster has released 6 full-length mixtapes, all freely available at datpiff.com.  His first mixtape, The White Noise LP, was released on April 30, 2009.  A second mixtape, Teenage Mutant Ninja Rapper, was released only 5 months later on September 18, 2009, followed by Optimus Rhyme on May 10, 2010, The Underclassmen on July 14 <a href=""https://www.last.fm/music/Chris+Webby"">Read more on Last.fm</a>",https://lastfm-img2.akamaized.net/i/u/300x300/955f73ab00b1413283b8f5cc3e8f65ee.png
Confederate Railroad,Confederate Railroad,"$7,500",17e5c3f1-8de7-42ad-b3b7-440f8eaa81d0,42404,259172,TRUE,"Confederate Railroad is a country band founded in the early 1990s from Texas, USA. The lead singer is Danny Shirley.Led by Shirley, the original group which came to the attention of Atlantic president Rick Blackburn, consisted of guitarist Michael Lamb, Gates Nichols on pedal steel, keyboard player Chris McDaniel, Wayne Secrest on bass and Mark DuFresne on drums. Lamb left the group in 1995 and was replaced by Jimmy Dormire.Despite Confederate Railroad's outward appearance as a tougher-than-leather Southern rock band <a href=""https://www.last.fm/music/Confederate+Railroad"">Read more on Last.fm</a>",https://lastfm-img2.akamaized.net/i/u/300x300/2642b59a0c254cf18ac867e0a734d7c4.png
Connor Cruise,Connor Cruise,"$5,000",,318,1254,TRUE," <a href=""https://www.last.fm/music/Connor+Cruise"">Read more on Last.fm</a>",https://lastfm-img2.akamaized.net/i/u/300x300/25090439373b66880c03b3290337fd6d.png
Cowboy Troy,Cowboy Troy,"$6,750",a83c4c5e-8711-4ab1-bfca-c250ce303ed4,17665,131915,TRUE,"Cowboy Troy (born Troy Coleman, 18 December 1970 in Victoria, Texas) is an African-American country singer. He graduated from Skyline High School in the Dallas Independent School District. Subsequently, he completed a bachelor's degree in psychology at The University of Texas. Prior to his career as a singer, he worked as the manager of a Dallas Foot Locker.Cowboy Troy began performing in 1989 and developed a style he calls ""hick-hop,"" which blends various country, rock, rap and tejano influences. <a href=""https://www.last.fm/music/Cowboy+Troy"">Read more on Last.fm</a>",https://lastfm-img2.akamaized.net/i/u/300x300/063e9dbf38154302be7d839b594f1362.png
Coyote Kisses,Coyote Kisses,"$7,500",09c08ae4-0b3e-4e06-9892-c6a1ec3c9d6c,78959,629392,TRUE,"Forward thinking electronic outfit Coyote Kisses was bred in the swampy wetlands of central Florida, the musical brainchild of high school friends Joe Sussingham and Bryce Bresnan. The two discovered a keen creative synergy playing in various rock bands together before founding a live electronic band under the name Coyote Kisses, quickly gaining a local following due to their inherent musicianship and theatrical live performances.FaceBook:       https://www.facebook.com/CoyoteKissesMusic <a href=""https://www.last.fm/music/Coyote+Kisses"">Read more on Last.fm</a>",https://lastfm-img2.akamaized.net/i/u/300x300/45298c4f1ae343c9b72177d75eb9cd63.png
Dar Williams,Dar Williams,"$8,750",f9908eb1-30ac-4fc9-929c-81fe2dcf2266,227988,2682729,TRUE,"American singer-songwriter Dar Williams lives at the intersection of pop and folk.  She fuses many genres (blues, rock, jazz), resulting in a rather organic sound.  She has been making music for over a decade.Her studio album My Better Self finds Dar at an unequivocally brazen crossroads.  Reflecting on American politics, the disillusionment and apathy of youth, and the female experience, Dar makes no apology for her outspoken beliefs.Her 2008 album, entitled Promised Land. <a href=""https://www.last.fm/music/Dar+Williams"">Read more on Last.fm</a>",https://lastfm-img2.akamaized.net/i/u/300x300/4d202c63f4e343959589038147b17ab8.png
Darry Miller & Veil,unknown,"$4,000",unknown,0,0,TRUE,unknown,unknown
Dave Barnes,Dave Barnes,"$8,500",e5e88ded-e7dd-463c-994e-412ebab56fb0,144623,1557153,TRUE,"Dave Barnes is a Nashville-based singer-songwriter (born June 20, 1978). There are strong elements of soul and R&B in Dave's new material, indicative of the diverse influences exerted on him during his childhood in the deep south.Here is some background information on Dave Barnes from the Mine To Love Songfacts: Barnes gained a lot of recognition after his song ""God Gave Me You"" became a hit single for Blake Shelton. Barnes' fifth album, Stories To Tell was his first release since his breakthrough. <a href=""https://www.last.fm/music/Dave+Barnes"">Read more on Last.fm</a>",https://lastfm-img2.akamaized.net/i/u/300x300/015660631f4d4fefb410f05ec4ca11ae.png
Dave Matthews Trib B,unknown,"$7,500",unknown,0,0,TRUE,unknown,unknown
Days Difference,Days Difference,"$7,500",20649b30-272e-4de1-8cfe-d6e92ac7045d,7692,77605,TRUE,"Jeremy Smith wasnã®´Í¶t one of those kids who sang into a hairbrush in front of the mirror dreaming of being a famous pop star. ã®´ã®´ã®´I never planned on being a singer,ã®´Íù he says. ã®´ã®´ã®´My mom made me take piano lessons when I was in first grade and at first I hated it. But then I just fell in love with it and itã®´Í¶s been a constant thing in my life ever since.ã®´ÍùThank goodness for persistent parents. Jeremy is now the frontman and chief songwriting force behind Days Difference <a href=""https://www.last.fm/music/Days+Difference"">Read more on Last.fm</a>",https://lastfm-img2.akamaized.net/i/u/300x300/a3f7bed1ac4049809b49d14c122783ae.png
Dead Confederate,Dead Confederate,"$3,750",be04c6a7-f7e8-4236-8124-3883d05eb259,38325,585206,TRUE,"Dead Confederate is an alternative rock band which formed in Athens, Georgia, United States in 2006. The band consists of Hardy Morris (vocals, guitars), Walker Howle (guitar), John Watkins (keyboards),  Brantley Senn (bass) and Jason Scarboro (drums). The band released their debut album, ""Wrecking Ball"" on September 16, 2008 on Razor & Tie and The Artists Organization. The album includes the single ""The Rat"".Though the band is pinned as producing the same kind of indie rock aesthetic ã®´ã®´ la My Morning Jacket and Band of Horses <a href=""https://www.last.fm/music/Dead+Confederate"">Read more on Last.fm</a>",https://lastfm-img2.akamaized.net/i/u/300x300/52c8e7b6598543eb95a30b73d09d9850.png
Dear Tick,Dear Tick,"$7,500",,15,179,TRUE," <a href=""https://www.last.fm/music/Dear+Tick"">Read more on Last.fm</a>",
Dirt Dozen Brass Band,Dirt Dozen Brass Band,"$10,000",,2,9,TRUE," <a href=""https://www.last.fm/music/Dirt+Dozen+Brass+Band"">Read more on Last.fm</a>",
Dirty Heads,Dirty Heads,"$7,500",,58,189,TRUE,"Rooted in the Orange County community of Huntington Beach, the Dirty Heads emerged onto the Southern California music scene with their unique signature blend of acoustic infused hip-hop and classic reggae, creating the perfect soundtrack to an upbeat, sun-soaked California.Founding band members Jared Watson and guitarist/vocalist Dustin Bushnell met in 1996 while in high school, embarking on a friendship based on music, as well as their shared passion for surfing, skating and the endless party of the laid-back SoCal lifestyle.  <a href=""https://www.last.fm/music/+noredirect/Dirty+Heads"">Read more on Last.fm</a>",https://lastfm-img2.akamaized.net/i/u/300x300/231be91686184e4ab1fafa7c5b7782ab.png
DJ Earworm,DJ Earworm,"$8,500",e407802a-bfc3-4979-a5e1-3196ccf9c8d9,96283,1709678,TRUE,"DJ Earworm (aka Jordan Roseman) is a San Francisco-based mashup artist who has achieved recognition for his technically sophisticated, songwriting oriented mashups. His annual ã®´ã®´ã®´United State of Popã®´Íù mashups, short mixes featuring the top 25 songs of the year according to Billboard magazine, have reached the Top 100 for national radio play and become internet sensations.Roseman was born into a family of musicians and raised in eastern Iowa. In his early life <a href=""https://www.last.fm/music/DJ+Earworm"">Read more on Last.fm</a>",https://lastfm-img2.akamaized.net/i/u/300x300/b3e4411e56754324a43332b22f87f0af.png
DJ Fareoh,unknown,"$7,500",unknown,0,0,TRUE,unknown,unknown
DJ Green Lantern,DJ Green Lantern,"$7,500",08550d23-80b6-40c1-9fb4-da64433bf214,33942,220833,TRUE,"DJ Green Lantern, also known as The Evil Genius, (real name generally withheld from public) is an American DJ and hip hop musician. Green Lantern was born in 1976 in Rochester, New York of Puerto Rican and Italian descent. Green Lantern was signed by Eminem in 2002 to become the ""Shady Records Official Deejay"" after Eminem's first choice ""DJ Head"" stepped down due to undisclosed reasons.He is also recognized as a producer, featuring on his own mixtapes several ""Green Remixes <a href=""https://www.last.fm/music/DJ+Green+Lantern"">Read more on Last.fm</a>",https://lastfm-img2.akamaized.net/i/u/300x300/a4d45ca3d8aa4a91a4450215e338dc3e.png
DJ Logic,DJ Logic,"$5,500",54cda716-a62a-4371-8c95-76d0aa7c7f74,36004,234544,TRUE,"The theorem of turntablist as musician has been long proven in the capable hands of DJ LOGIC, whom with jazz as his foundation has become a wax innovator by crossing genres and sprinkling his sound across the map. As one of the world's most accomplished turntablist's, DJ LOGIC is widely credited for introducing jazz into the hip - hop realms and is considered by most as a highly respected session musician and an innovative bandleader.Since his emergence in the early nineties amidst the Bronx hip-hop scene <a href=""https://www.last.fm/music/DJ+Logic"">Read more on Last.fm</a>",https://lastfm-img2.akamaized.net/i/u/300x300/2124b0076cf44a379e745666e9997fe2.png
DJ Skribble,DJ Skribble,"$8,500",a5214194-95d8-41d1-b726-a79441deab93,7450,39730,TRUE,"DJ Skribble (born Scott Ialacci; October 10, 1968) is an Italian-American DJ, producer, remixer, radio personality and actor.In the early 1990s he teamed up with Kamron, ATA, Firstborn, and Tommy Never in Young Black Teenagers, who released two albums before splitting up.In 1996 he worked with Bill Irwin on the musical Hip Hop Wonderland. He also worked on Wyclef Jean's first album, as well as with another Fugee Lauryn Hill.Skribble has released several mix albums <a href=""https://www.last.fm/music/DJ+Skribble"">Read more on Last.fm</a>",https://lastfm-img2.akamaized.net/i/u/300x300/e929260851c34d91b47a4783862cc425.png
Donnis,Donnis,"$4,250",648dca8f-45a8-4066-9998-f97dd63e739f,199586,746582,TRUE,"Atlanta, America - 2007 - Present (Professional)LaDonnis Crump - Although born and raised in Atlanta, Georgia, Donnis didnã®´Í¶t start officially rapping until he was stationed in Japan while on duty with the Army. Donnis 25, spent four years in the U.S Air Force, where his military colleagues saw promise in his skill and urged him to perform at local clubs. Soon after he decided to finally pursue a career in the rap industry.He performed at the ""Bay to the A"" concert in Anaheim <a href=""https://www.last.fm/music/Donnis"">Read more on Last.fm</a>",https://lastfm-img2.akamaized.net/i/u/300x300/4b43998ab391433b873cdf9508578ca1.png
Drew David Band,Drew David Band,"$7,500",,2,6,TRUE," <a href=""https://www.last.fm/music/Drew+David+Band"">Read more on Last.fm</a>",
Dropping Daylight,Dropping Daylight,"$7,500",3d2ca5ee-d9d8-46d4-ae4d-2eab022ada08,28310,452276,TRUE,"Dropping Daylight is a modern rock/alternative rock band from Minneapolis, Minnesota. They have toured with Breaking Benjamin, and more recently with Army of Anyone and Sick Puppies. Dropping Daylight was renamed to Kidnap KingsDropping Daylight began when the original members (Sebastian Davin, along with Rob Burke and now former drummer Jake Englund) were in junior high under the name ""Sui Generis"". Around 2000 at the Berkley school of music Sebastian Davin and former drummer Jake Englund recorded a short disc for school project purposes. <a href=""https://www.last.fm/music/Dropping+Daylight"">Read more on Last.fm</a>",https://lastfm-img2.akamaized.net/i/u/300x300/0a95212715064167baa25509e03e885b.png
E-603,E-603,"$3,500",1c6e0146-39ec-4530-9900-159dfd1e7dfb,52191,1341385,TRUE,"E-603 is the stage name of Ethan Ward, a mashup artist from Nashua, New Hampshire. E-603 has released three full length sample based albums, his newest being SMOKESHOW, released on September 6, 2011. He also produces remixes for other musicians. <a href=""https://www.last.fm/music/E-603"">Read more on Last.fm</a>",https://lastfm-img2.akamaized.net/i/u/300x300/46083eb096b442c6843cf1331930cffb.png
